(in /Users/glennroberts/Current_Projects/code/resource_tracking)
Creating report for development
csv_string is org.name,org.type,a.name,a.description,Injecting drug users,Men who have sex with men,Migrants/mobile populations,Prison inmates,Sex Workers,Women,Young people,a.text_for_beneficiaries,a.text_for_targets,a.target,a.budget,a.spend,a.start,a.end,a.provider,Bugesera,Burera,Gakenke,Gasabo,Gatsibo,Gicumbi,Gisagara,Huye,Kamonyi,Karongi,Kayonza,Kicukiro,Kirehe,Muhanga,Musanze,Ngoma,Ngororero,Nyabihu,Nyagatare,Nyamagabe,Nyamasheke,Nyanza,Nyarugenge,Nyaruguru,Rubavu,Ruhango,Rulindo,Rusizi,Rutsiro,Rwamagana,project
CCHIPs,Ngo,Financial Management,To ensure that all income is quickly and completely collected   all expenses promote health center operations and strategic development   and records for all income and expenses are accurately and completely recorded  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",0.0,0.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Management Systems: Musanze
CCHIPs,Ngo,Pharmacy Management,To develop a system to better organize   distribute   and monitor the usage of all health center drugs  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",20400.0,24800.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Management Systems: Musanze
CCHIPs,Ngo,Data Management, To improve the recording   collection   input   analysis and presentation of health center data  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",6800.0,9540.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Management Systems: Musanze
CCHIPs,Ngo,Filing and Follow Up,To improve the filing system within the health center in order to easily find patient information and track patient history and to create a follow up system to identify and follow up on clients who abandon    , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",6000.0,20100.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Management Systems: Musanze
CCHIPs,Ngo,Computer Training,To train health center staff in basic computer skills  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",0.0,0.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Management Systems: Musanze
CCHIPs,Ngo,Subsidies,Monthly subsidies paid to SHC staff  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",0.0,2789255.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Management Systems: Musanze
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","","","","",Ministry of Health, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CCHIPs,Ngo,Medical Processes,To define and implement best practices for all medical processes  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",0.0,36300.0,2008-06-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Medical Processes & Trainings: Musanze
CCHIPs,Ngo,Medical Training, To build health center staff's medical knowledge and skills through training  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",503200.0,459800.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Medical Processes & Trainings: Musanze
CCHIPs,Ngo,Community Engagement,To engage and involve the community in the provision of healthcare  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",3000000.0,1653300.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Community Engagement and Empowerment: Musanze
CCHIPs,Ngo,Mutuelle,To assist the Mutuelle Office function according to best administrative and accounting practices and to increase enrollment  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",0.0,0.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Community Engagement and Empowerment: Musanze
CCHIPs,Ngo,Nutrition Program,To effectively reduce protein energy and micronutrient deficiency malnutrition  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",950000.0,3150385.0,2008-06-01,2012-07-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Promotional Programs: Musanze
CCHIPs,Ngo,Environmental Health Program at Health Center,To improve hygiene and sanitation at the health center  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",0.0,4000.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Promotional Programs: Musanze
CCHIPs,Ngo,Environmental Health Program in the Community,To enable the health center to educate community on hygiene best practices and handle any community issues  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",0.0,95000.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Promotional Programs: Musanze
CCHIPs,Ngo,Infrastructure,To develop a cost-effective   site-specific   demand-driven strategy for improving health center infrastructure to enable the provision of high quality care  , , , , , , , ,Our beneficiaries include anyone who may visit a health center. Our aim is for full coverage.  ,"","",10200000.0,18988891.0,2008-02-01,2012-06-01,CCHIPs, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Infrastructure: Musanze
CCHIPs,Ngo,"",Reporting fees to government. Considered a part of general administration in future years., , , , , , , ,"","","",0.0,889780.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SPREAD,Ngo,Support creation of Health Kiosques at Karaba CWS and cooperative office. To reinforce and monitor existing health kiosks and product distribution ,Health Kiosks, , , , , , , ,Coffee Cooperatives,Kiosks managers trained; 2 kiosks established at Karaba Coffee Washing Station( CWS). 65% kiosks functioning properly   120  000 liters drinking water disinfected; 800 condoms sold.,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
Concern,Ngo,capacity building,CHW annual refresher training & performance review meetings to analyse barriers   address key performance areas to improve in IMCI, , , , , , , ,"","","","","",2010-09-01,2010-01-31,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
Concern,Ngo,"",Senior Community Leaders Semi-annual meeting in Care Group areas of social mobilization & behaviour changes, , , , , , , ,"","","","","",2010-10-01,2011-06-30,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
Concern,Ngo,"",Quarterly technical team planning and program reviews  , , , , , , , ,"","","","","",2010-07-01,2011-07-01,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
CCHIPs,Ngo,"",Salaries for employees, , , , , , , ,"","","",48791168.0,42395584.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CCHIPs,Ngo,"",Housing   volunteer expenses   transportation   documentation   office fees   other administrative costs, , , , , , , ,"","","",43227777.5,31832193.5,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Concern,Ngo,"",Annual Project Review with district health management team, , , , , , , ,"","","","","",2010-09-15,2010-10-01,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
Concern,Ngo,"",Periodic performance Assessment  , , , , , , , ,"","","","","",2010-08-15,2010-08-31,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
Population Services International (PSI),Ngo,"Distribution of household treatment product ""Sur'eau""",Household treatment product 'sureau' distributed to caregivers of children under 5 years of age   breastfeeding mothers and pregnant women  and general population as a secondary target group, , , , , , , ,caregivers of children under 5 years of age   breastfeeding mothers   pregnant women and general population as a secondary target group,"","",5744.0,58563.0,2008-01-31,2011-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM Child survival 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"",Organize and conduct workshops in vesico-vaginal fistula repair, , , , , , , ,"","","",10000000.0,8298125.0,2009-03-01,2011-06-01,German cooperation (GTZ   KfW   DED   CIM   InWent), , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,Health program of the German Development Cooperation GDC 
Concern,Ngo,Program reviews and planning,Quarterly technical team planning and program reviews   updates with district team    , , , , , , , ,Tituliares of health centers   Medical Directors and Director of Health   Com health supervisors,"","",8334.0,4382.0,2010-07-01,2011-06-30,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,Program review and planning,Annual Project Review with district health management team , , , , , , , ,"","","",4000.0,4177.0,2010-08-23,2010-10-15,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,"",Support to Health Centre for maintenance/security   generator power, , , , , , , ,"","","",3491.0,3491.0,2010-07-01,2011-06-30,Concern Worldwide Rwanda, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,Community Case Management commodity supply,Procurement of ORS and Zinc tablets for CHWs    , , , , , , , ,"","","",23576.0,0.0,2010-07-01,2011-06-30,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,Supervision contracting,Support for CHW Supervision (Performance Contract) with health centers    , , , , , , , ,"","","",23814.0,34978.0,2010-07-01,2011-06-30,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,Training supplies and materials,Supply of CHW training materials, , , , , , , ,"","","",2401.0,2401.0,2010-07-01,2011-06-30,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,IEC,Printing BCC modules and job aids, , , , , , , ,"","","",2890.0,14548.0,2010-09-01,2010-12-15,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,Community Case Management commodities,Procurement of respiratory timers, , , , , , , ,"","","",0.0,26663.0,2010-03-01,2010-06-30,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
ICAP,Ngo,Care and Treatment,"", , , , , ,yes,yes,"","","","","",2010-02-23,2011-02-23,ICAP, , , , , , , , , ,yes, , , , , , ,yes, , , , , ,yes, ,yes, , , ,yes, ,MCAP (Multicountry Columbia  Antiretroviral Programs)
SPREAD,Ngo,Conduct mobile health services( VCT   FP  De-worming) at CWS during coffee harvest season and around World Aids Day,Mobile clinics, , , , , , , ,Coffee farmers and their families Cooperatives,4  000 people VCT   230 new  FP users; 2  000 people tested/treated for parasites,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
Abt Associates,Ngo,"","", , , , , , , ,"","","",103403.0,76878.07,"","",Kimironko Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Abt Associates,Ngo,"","", , , , , , , ,"","","",109642.19,67760.63,"","",Kinyinya Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Abt Associates,Ngo,"","", , , , , , , ,"","","",16331.49,8781.73,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Abt Associates,Ngo,"","", , , , , , , ,"","","",29448.52,24436.03,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Abt Associates,Ngo,"","", , , , , , , ,"","","",33037.57,23817.46,"","",Bethsaida  Health Center | Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Abt Associates,Ngo,"","", , , , , , , ,"","","",16875.86,13339.09,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"",Provide Medical equipments to the health centers , , , , , , , ,"","","",420616700.0,"",2010-01-01,2010-01-01,German Cooperation (kfw), , , , , ,yes,yes,yes, , , , , , ,yes, , , , , , , , ,yes, , , , , , ,Health program of the German Development Cooperation GDC 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","",15883892.0,"","",Munini HD District Hospital | Nyaruguru, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","",51231548.0,"","",Kabutare HD District Hospital | Huye, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","",54086655.0,"","",Gakoma HD District Hospital | Gisagara, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","",32654377.0,"","",Byumba HD District Hospital | Gicumbi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Concern,Ngo,"",Senior Community Leaders Semi-annual meeting in Care Group areas of social mobilization & behavior changes  , , , , , , , ,"","","","","",2010-10-01,2011-06-30,International Rescue Committee (IRC), , , , , , , , , , , , ,yes, , ,yes, , , , , , , , , , , , , , ,International Rescue Committe Rwanda Expanded Impact for Child SUrvival Program- Kabeho Mwana
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","",14957450.0,"","",Kibilizi HD District Hospital | Gisagara, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
internal_for_dev3,"","","", , , , , , , ,"","","","","","","", , ,yes, , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , ,p
SPREAD,Ngo,Support Health Centers to follow-up seropositive patients at home after mobile VCT,Mobile Clinics, , , , , , , ,Coffee farmers and their families,100% seropositive patients  followed up at least once/month by Health Centers Staff,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"","", , , , , , , ,"","","","",2500000.0,"","",District of Nyaruguru, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"",Muster plan of CHUB and Byumba DH, , , , , , , ,"","","","",19913901.0,2009-07-01,2009-11-01,German cooperation (GTZ   DED), , , , , ,yes, ,yes, , , , , , , , , , , , , , , , , , , , , , ,Health program of the German Development Cooperation GDC 
SPREAD,Ngo,Print and distribute existing IEC materials( about HIV   FP and MCH) and to reinforce IPC activities by cooperative health agents,Information   Education and Communication( IEC), , , , , , , ,Coffee farmers/pyrethrum farmers and their families,30  000 HIV brochures; 30  000 FP brochures and 25  000 MCH/ANC brochures ,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , ,yes, , ,yes, ,yes, , , , ,yes, , , , , ,SPREAD
Population Services International (PSI),Ngo,Communication ,Information Education and Communication activities around hand washing   improved hygiene and household water treatment. , , , , , , , ,Caregivers of children under 5 years of age   breastfeeding mothers   pregnant women and general population as a secondary target group ,"","",3668.22,8640.9594,2008-01-31,2011-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM Child survival 
Family Health International (FHI),Ngo,Lifeworks,Lifeworks, , , , , , , ,"","","","","","","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Population Services International (PSI),Ngo,Promotion and Advertising ,Activities that are aimed at increasing awareness   knowledge and usage of the safe water product 'sureau' at household level, , , , , , , ,Caregivers of children under 5 years of age and commercial sector partners ,"","",53823.78,23212.757,2008-01-31,2011-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM Child survival 
Population Services International (PSI),Ngo,Training ,Activities targeting representatives from health facilities   administrative entities   Rwanda partner organisations and commercial sector partners with purpose of integrating safewater messages into the existing communication materials  , , , , , , , ,Representatives from health facilities   administrative entities   Rwanda partner organisations and commercial sector partners ,"","",10336.74,7769.5963,2008-01-30,2011-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM Child survival 
SPREAD,Ngo,Communicate SPREAD's Community Health Program to partners and stakeholders, Marketing, , , , , , , ,Coffee farmers and partners,"","","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
Family Health International (FHI),Ngo,"",TEST, , , , , , , ,"","","",300000.0,40000.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SPREAD,Ngo,To develop and disseminate health messages on HIV prevention   FP   MCH   water/hygiene via Imbere Heza emission,Information   Education and Communication, , , , , , , ,Coffee farmers and their families,"","","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
SPREAD,Ngo,To train animateurs de cafe and Peer Educators on how to deliver integrated messages( coffee   health   cooperative development   Fairtrade),Integration for the Health Program, , , , , , , ,Coffee farmers and their families,"","","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
SPREAD,Ngo,To train cooperative agents on participatory strategies or health( i.e   debates   life skills   stepping stones   Sinigursha   competitions   dance  soccer), Participatory BCC, , , , , , , ,Coffee/ pyrethrum farmers and their families ,"","","","",2009-10-01,2010-10-30,SPREAD, , , , , , , ,yes, , , , , , ,yes, , ,yes, ,yes, , , , ,yes, , , , , ,SPREAD
SPREAD,Ngo,To train youth Peer Educators to conduct community theater for health advocacy and behavior change with youth in their zones,Participatory BCC for youth, , , , , , , ,Coffee farmers and their families,12 theater groups formed  5 in Huye  7 in Nyamagabe   2 District competitions held; positive feedback and groups which continue to practice in their sectors,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , , , , , , ,yes, , , , , , , , , , ,SPREAD
SPREAD,Ngo,To train health center representative on youth friendly services,Reproductive Health Youth friendly activities initiated by participants post -trained, , , , , , , ,Reproductive Health services providers,75 people trained and other 30 people received the TOT,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , , , , , , , , ,yes, , ,yes, , , , , , ,yes, , , , , ,SPREAD
Population Services International (PSI),Ngo,Distribution and supervision ,Nets distribution; Support timely distribution of pre-packed treatment to private sector outlets nationwide and supervision for quality assurance, , , , , , , ,Caregivers of children under 5 years of age; community health workers   primary schools and general population ,"","",0.0,174768.392,2008-01-31,2008-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM malaria 
Population Services International (PSI),Ngo,Packaging,print and repackage ACTs for HBM and private sector, , , , , , , ,Children under 5 years of age,"","",27287.61,166892.664,2008-01-31,2008-01-30,Population Services International (PSI), , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , ,BCSM malaria 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gahanga Health Center | Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gihogwe Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gikomero Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gikondo Health Center | Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gishweru Health Center | Ruhango, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Mbuye Health Center | Ruhango, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gitwe Health Center | Ruhango, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Population Services International (PSI),Ngo,Information   Education and Communication ,Conduct BCC activities with integrated messages on malaria prevention and treatment  , , , , , , , ,Caregivers of children under 5 years of age and general population,"","",57496.58,50729.258,2008-01-31,2008-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM malaria 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gitega Health Center | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SPREAD,Ngo,Support healthy behavior related to hygiene   safe water acces and water purification for 3 target ares:- KOTUI   KODUI and Bugeshi),Water and sanitation, , , , , , , ,Pyre thrum farmers and their families,At least 3 water catchment tanks provided at cooperative level   with sufficient SurEau,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , , , , , , , , ,yes, , ,yes, , , , , , ,yes, , , , , ,SPREAD
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kagugu Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Byumba Health Center | Gicumbi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kabuga Health Center | Kicukiro, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rubungo Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Population Services International (PSI),Ngo,Promotion and Advertising ,Mass media communications and social marketing activities , , , , , , , ,caregivers of children under 5 and general population,"","",0.0,9994.219,2008-01-31,2008-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM malaria 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kayanga Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kigoma Health Center | Ruhango, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kabuye Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kacyiru Health Center | Gasabo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kinazi Health Center | Ruhango, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Population Services International (PSI),Ngo,Training ,Strengthen the private sector capacity to market ACTs and support CHWs and primary schools to promote correct use of LLIN , , , , , , , ,Private sector health providers   primary school teachers and children   community health workers   health officers at local administration level,"","",61807.44,23883.8619,2008-01-31,2008-01-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,BCSM malaria 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kavumu Health Center | Nyamagabe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SPREAD,Ngo,To train pyrethrum cooperative extension agents to raise awareness and refer farmers to services for HIV prevention   RH/FP and MCH,Cooperative health agents training -coop agents extension, , , , , , , ,pyre thrum farmers and their families,25 extension agents/cooperative staff trained from 3 target cooperatives,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , , , , , , , , ,yes, , ,yes, , , , , , ,yes, , , , , ,SPREAD
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Karambo Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Kigufi Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Mataba Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Mudende Health Center | Rubavu, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Muhondo Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Nyange (Ruli) Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Muyange Health Center | Nyamasheke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rutake Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rushashi Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rwankuba Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rutenderi Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Bushoka Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gatonde Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
